"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"1/3/2023","10562.06","10613.06","10309.16","10386.98","2.95%","-1.66%","-1.56%","-2.12%","0.77%",true,"-0.27%"
"1/4/2023","10467.82","10515.22","10337.64","10458.76","1.72%","-0.09%","-1.48%","-1.73%","-0.04%","","-0.12%"
"1/5/2023","10390.31","10393.22","10295.25","10305.24","0.95%","-0.82%","-1.52%","-1.80%","-0.87%",true,"-0.34%"
"1/6/2023","10363.96","10604.14","10265.04","10569.29","3.30%","1.98%","-1.32%","-2.22%","1.01%","","0.14%"
1/9/2023","10662.10","10807.26","10619.12","10635.65","1.77%","-0.25%","-1.10%","0.93%","2.72%","","0.22%"
1/10/2023","10607.72","10743.67","10589.59","10742.63","1.46%","1.27%","-0.83%","0.30%","1.76%","","0.35%"
1/11/2023","10794.99","10932.44","10762.73","10931.67","1.58%","1.27%","-0.48%","1.34%","2.94%","","0.59%"
1/12/2023","10969.26","11027.75","10797.12","11001.10","2.14%","0.29%","-0.15%","1.06%","3.22%","","0.60%"
1/13/2023","10906.37","11084.01","10900.16","11079.16","1.69%","1.58%","0.16%","1.40%","3.11%","","0.62%"
"1/17/2023","11070.00","11145.44","11024.72","11095.11","1.10%","0.23%","0.40%","2.01%","3.13%","","0.54%"
"1/18/2023","11170.95","11223.41","10952.05","10957.01","2.48%","-1.92%","0.47%","1.11%","3.61%",true,"0.23%"
"1/19/2023","10890.40","10932.52","10804.57","10852.27","1.18%","-0.35%","0.45%","-0.29%","0.89%",true,"0.03%"
"1/20/2023","10924.66","11143.17","10885.65","11140.43","2.37%","1.98%","0.63%","-0.01%","2.36%","","0.47%"
"1/23/2023","11171.94","11405.50","11144.03","11364.41","2.35%","1.72%","0.92%","1.62%","4.01%","","0.73%"
"1/24/2023","11302.93","11378.15","11282.65","11334.27","0.85%","0.28%","1.10%","2.31%","3.18%",true,"0.56%"
"1/25/2023","11146.53","11334.22","11069.18","11313.36","2.39%","1.50%","1.21%","-0.05%","2.34%",true,"0.43%"
"1/26/2023","11458.40","11516.05","11341.19","11512.41","1.54%","0.47%","1.41%","1.73%","3.30%","","0.66%"
"1/27/2023","11470.47","11691.89","11470.27","11621.71","1.93%","1.32%","1.61%","2.17%","4.14%","","0.71%"
"1/30/2023","11512.34","11553.31","11388.54","11393.81","1.45%","-1.03%","1.59%","1.19%","2.65%",true,"0.25%"
"1/31/2023","11398.58","11586.01","11398.37","11584.55","1.65%","1.63%","1.67%","0.78%","2.44%","","0.49%"
"2/1/2023","11573.14","11904.02","11500.33","11816.32","3.51%","2.10%","1.87%","0.93%","4.47%","","0.75%"
"2/2/2023","12065.15","12269.55","12024.14","12200.82","2.04%","1.12%","2.25%","4.30%","6.43%","","1.18%"
"2/3/2023","11946.86","12231.31","11946.86","12006.95","2.38%","0.50%","2.36%","2.92%","5.37%",true,"0.69%"
"2/6/2023","11904.41","11973.41","11843.49","11887.45","1.10%","-0.14%","2.34%","1.62%","2.73%",true,"0.40%"
"2/7/2023","11891.25","12150.22","11836.78","12113.79","2.65%","1.87%","2.44%","0.90%","3.57%","","0.66%"
"2/8/2023","12069.12","12096.39","11890.09","11910.52","1.74%","-1.31%","2.34%","1.10%","2.85%",true,"0.25%"
"2/9/2023","12069.10","12070.96","11745.11","11789.58","2.77%","-2.32%","2.15%","-0.18%","2.59%",true,"0.04%"
"2/10/2023","11714.60","11775.80","11630.54","11718.12","1.25%","0.03%","1.94%","-1.08%","0.15%",true,"-0.07%"
"2/13/2023","11759.09","11910.92","11719.73","11891.79","1.63%","1.13%","1.86%","-0.51%","1.11%","","0.19%"
"2/14/2023","11808.20","11999.85","11760.56","11960.15","2.03%","1.29%","1.81%","-0.42%","1.61%","","0.25%"
"2/15/2023","11905.12","12071.29","11876.82","12070.59","1.64%","1.39%","1.82%","0.20%","1.84%","","0.37%"
"2/16/2023","11896.31","12040.34","11853.36","11855.83","1.58%","-0.34%","1.67%","-0.01%","1.57%",true,"0.00%"
"2/17/2023","11777.50","11803.22","11673.21","11787.27","1.11%","0.08%","1.48%","-1.43%","-0.33%",true,"-0.09%"
"2/21/2023","11640.37","11684.14","11491.18","11492.30","1.68%","-1.27%","1.12%","-2.49%","-0.85%",true,"-0.49%"
"2/22/2023","11517.20","11582.52","11445.17","11507.07","1.20%","-0.09%","0.84%","-2.50%","-1.33%","","-0.39%"
"2/23/2023","11636.93","11638.98","11432.58","11590.40","1.81%","-0.40%","0.66%","-2.40%","-0.64%","","-0.21%"
"2/24/2023","11404.18","11434.36","11334.47","11394.94","0.88%","-0.08%","0.39%","-2.80%","-1.94%",true,"-0.45%"
"2/27/2023","11517.19","11565.23","11444.60","11466.98","1.05%","-0.44%","0.23%","-1.58%","-0.54%","","-0.28%"
"2/28/2023","11451.05","11548.23","11435.39","11455.54","0.99%","0.04%","0.09%","-1.41%","-0.44%",true,"-0.25%"
"3/1/2023","11447.58","11479.00","11349.87","11379.48","1.14%","-0.59%","-0.07%","-1.84%","-0.72%",true,"-0.32%"
"3/2/2023","11273.77","11487.59","11273.61","11462.98","1.90%","1.68%","-0.13%","-2.36%","-0.51%","","-0.14%"
"3/3/2023","11524.65","11699.63","11514.74","11689.01","1.61%","1.43%","-0.02%","-0.48%","1.12%","","0.21%"
"3/6/2023","11736.87","11827.92","11667.48","11675.74","1.38%","-0.52%","0.05%","0.69%","2.07%",true,"0.15%"
"3/7/2023","11670.98","11705.96","11512.03","11530.33","1.68%","-1.21%","0.01%","-0.57%","1.10%",true,"-0.08%"
"3/8/2023","11553.09","11601.23","11487.75","11576.00","0.99%","0.20%","0.01%","-0.78%","0.20%","","-0.00%"
"3/9/2023","11578.31","11667.12","11319.98","11338.35","3.07%","-2.07%","-0.16%","-1.89%","1.12%",true,"-0.34%"
"3/10/2023","11325.36","11373.81","11093.86","11138.89","2.52%","-1.65%","-0.42%","-3.29%","-0.85%",true,"-0.58%"
"3/13/2023","11041.46","11326.73","10982.80","11188.84","3.13%","1.33%","-0.59%","-3.86%","-0.85%","","-0.41%"
"3/14/2023","11357.73","11467.02","11284.93","11428.15","1.61%","0.62%","-0.53%","-1.23%","0.37%","","0.01%"
"3/15/2023","11291.17","11447.90","11238.44","11434.05","1.86%","1.27%","-0.48%","-1.65%","0.19%","","0.01%"
"3/16/2023","11384.87","11733.80","11365.49","11717.28","3.24%","2.92%","-0.23%","-0.95%","2.26%","","0.42%"
"3/17/2023","11696.34","11773.11","11562.63","11630.51","1.82%","-0.56%","-0.11%","0.54%","2.37%",true,"0.23%"
"3/20/2023","11614.39","11695.55","11550.69","11675.54","1.25%","0.53%","0.02%","0.18%","1.44%","","0.25%"
"3/21/2023","11764.79","11879.16","11724.91","11860.11","1.32%","0.81%","0.25%","1.21%","2.54%","","0.48%"
"3/22/2023","11857.50","12013.99","11666.85","11669.96","2.98%","-1.58%","0.29%","0.58%","3.58%",true,"0.12%"
"3/23/2023","11811.32","11962.69","11684.52","11787.40","2.38%","-0.20%","0.39%","0.46%","2.86%","","0.27%"
"3/24/2023","11747.62","11826.23","11670.67","11823.96","1.33%","0.65%","0.49%","0.07%","1.40%","","0.28%"
"3/27/2023","11868.54","11903.21","11739.05","11768.84","1.40%","-0.84%","0.52%","0.50%","1.91%",true,"0.15%"
"3/28/2023","11752.76","11752.76","11635.03","11716.08","1.01%","-0.31%","0.50%","-0.44%","0.57%",true,"0.05%"
"3/29/2023","11855.59","11941.60","11823.35","11926.24","1.00%","0.60%","0.61%","0.83%","1.84%","","0.34%"
"3/30/2023","12010.45","12044.79","11953.37","12013.47","0.76%","0.03%","0.75%","1.52%","2.30%","","0.41%"
"3/31/2023","12031.54","12227.93","12030.44","12221.91","1.64%","1.58%","0.98%","1.53%","3.20%","","0.63%"
"4/3/2023","12146.09","12196.34","12086.52","12189.45","0.91%","0.36%","1.12%","1.52%","2.44%",true,"0.48%"
"4/4/2023","12208.49","12224.68","12081.81","12126.33","1.18%","-0.67%","1.17%","1.17%","2.36%",true,"0.31%"
"4/5/2023","12081.76","12086.75","11931.85","11996.86","1.30%","-0.70%","1.10%","-0.16%","1.13%",true,"0.08%"
"4/6/2023","11939.08","12098.50","11898.36","12087.96","1.68%","1.25%","1.10%","-0.63%","1.04%","","0.19%"
"4/10/2023","11975.13","12084.95","11924.20","12084.36","1.35%","0.91%","1.07%","-0.57%","0.77%",true,"0.15%"
"4/11/2023","12080.24","12091.27","12011.40","12031.88","0.66%","-0.40%","1.00%","0.10%","0.77%",true,"0.05%"
"4/12/2023","12110.87","12134.50","11916.54","11929.34","1.83%","-1.50%","0.87%","-0.59%","1.23%",true,"-0.10%"
"4/13/2023","11997.42","12178.80","11995.94","12166.27","1.52%","1.41%","0.91%","-0.18%","1.34%","","0.25%"
"4/14/2023","12117.91","12205.72","12026.55","12123.47","1.49%","0.05%","0.90%","-0.07%","1.42%",true,"0.15%"
"4/17/2023","12108.23","12159.02","12064.10","12157.72","0.79%","0.41%","0.90%","0.07%","0.86%","","0.17%"
"4/18/2023","12234.56","12245.43","12110.23","12153.41","1.12%","-0.66%","0.89%","0.32%","1.44%",true,"0.14%"
"4/19/2023","12063.68","12191.10","12060.17","12157.23","1.09%","0.78%","0.87%","-0.21%","0.87%","","0.12%"
"4/20/2023","12039.08","12155.96","12011.95","12059.56","1.20%","0.17%","0.77%","-0.58%","0.62%",true,"-0.04%"
"4/21/2023","12046.03","12097.15","11986.82","12072.46","0.92%","0.22%","0.70%","-0.77%","0.14%","","-0.01%"
"4/24/2023","12053.47","12103.58","11960.30","12037.20","1.20%","-0.13%","0.61%","-0.93%","0.25%",true,"-0.06%"
"4/25/2023","11968.81","11990.46","11798.77","11799.16","1.62%","-1.42%","0.38%","-1.90%","-0.31%",true,"-0.38%"
"4/26/2023","11913.23","11967.99","11833.07","11854.35","1.14%","-0.49%","0.23%","-1.38%","-0.25%","","-0.24%"
"4/27/2023","11972.15","12154.01","11950.92","12142.24","1.70%","1.42%","0.31%","-0.59%","1.09%","","0.20%"
"4/28/2023","12117.54","12227.72","12082.57","12226.58","1.20%","0.90%","0.41%","0.22%","1.42%","","0.28%"
"5/1/2023","12210.05","12261.32","12181.08","12212.60","0.66%","0.02%","0.48%","0.82%","1.48%",true,"0.22%"
"5/2/2023","12198.02","12206.58","12015.23","12080.51","1.59%","-0.96%","0.44%","-0.55%","1.03%",true,"-0.00%"
"5/3/2023","12097.04","12212.55","12022.46","12025.33","1.58%","-0.59%","0.36%","-0.42%","1.16%",true,"-0.08%"
"5/4/2023","11997.34","12033.15","11925.37","11966.40","0.90%","-0.26%","0.26%","-1.08%","-0.18%",true,"-0.15%"
"5/5/2023","12073.03","12264.83","12065.72","12235.41","1.65%","1.34%","0.36%","-0.16%","1.49%","","0.25%"
"5/8/2023","12231.68","12264.99","12178.26","12256.92","0.71%","0.21%","0.44%","0.53%","1.25%","","0.24%"
"5/9/2023","12195.78","12216.13","12174.06","12179.55","0.35%","-0.13%","0.44%","0.41%","0.75%",true,"0.09%"
"5/10/2023","12286.66","12337.69","12180.86","12306.44","1.29%","0.16%","0.52%","0.21%","1.50%","","0.25%"
"5/11/2023","12321.26","12347.38","12255.44","12328.51","0.75%","0.06%","0.59%","0.59%","1.34%","","0.24%"
"5/12/2023","12350.52","12364.65","12209.58","12284.74","1.27%","-0.53%","0.60%","0.07%","1.34%",true,"0.14%"
"5/15/2023","12301.17","12376.40","12263.35","12365.21","0.92%","0.52%","0.66%","0.29%","1.21%","","0.22%"
"5/16/2023","12327.05","12403.81","12324.52","12343.05","0.64%","0.13%","0.67%","0.63%","1.28%",true,"0.16%"
"5/17/2023","12388.58","12514.07","12335.02","12500.57","1.45%","0.90%","0.78%","0.37%","1.83%","","0.34%"
"5/18/2023","12513.87","12698.50","12512.26","12688.84","1.49%","1.40%","0.96%","1.26%","2.77%","","0.54%"
"5/19/2023","12709.46","12731.73","12624.06","12657.90","0.85%","-0.41%","1.07%","1.75%","2.62%",true,"0.41%"
"5/22/2023","12664.44","12756.23","12655.26","12720.78","0.80%","0.44%","1.17%","1.58%","2.39%","","0.42%"
"5/23/2023","12652.88","12709.74","12554.43","12560.25","1.24%","-0.73%","1.14%","0.63%","1.88%",true,"0.14%"
"5/24/2023","12481.89","12529.63","12415.85","12484.16","0.92%","0.02%","1.04%","-0.49%","0.42%",true,"0.01%"
"5/25/2023","12706.44","12736.92","12604.89","12698.09","1.05%","-0.07%","1.09%","0.73%","1.78%","","0.30%"
"5/26/2023","12736.42","13001.91","12729.74","12975.69","2.14%","1.88%","1.28%","1.10%","3.26%","","0.62%"
"5/30/2023","13109.10","13154.29","12968.12","13017.43","1.44%","-0.70%","1.43%","2.42%","3.89%","","0.56%"
"5/31/2023","12968.38","13029.08","12889.37","12935.29","1.08%","-0.26%","1.47%","1.43%","2.53%","1","0.36%"
"6/1/2023","12944.46","13141.83","12903.63","13100.98","1.85%","1.21%","1.58%","1.02%","2.89%","","0.52%"
"6/2/2023","13190.48","13256.21","13125.86","13240.77","0.99%","0.38%","1.73%","2.14%","3.15%","","0.61%"
"6/5/2023","13238.48","13330.65","13194.95","13229.43","1.03%","-0.07%","1.80%","2.17%","3.23%","1","0.49%"
"6/6/2023","13199.59","13306.21","13165.65","13276.42","1.07%","0.58%","1.86%","1.47%","2.56%","","0.47%"
"6/7/2023","13295.26","13361.90","13089.48","13104.90","2.08%","-1.43%","1.78%","0.72%","2.81%","1","0.17%"
"6/8/2023","13113.27","13248.60","13101.18","13238.52","1.13%","0.96%","1.77%","0.50%","1.63%","","0.31%"
"6/9/2023","13312.39","13385.95","13229.33","13259.14","1.18%","-0.40%","1.74%","1.19%","2.39%","","0.28%"
"6/12/2023","13326.37","13465.91","13302.58","13461.92","1.23%","1.02%","1.82%","1.25%","2.49%","","0.49%"
"6/13/2023","13566.53","13594.40","13473.19","13573.32","0.90%","0.05%","1.91%","1.99%","2.90%","","0.55%"
"6/14/2023","13570.56","13661.74","13455.99","13626.48","1.53%","0.41%","1.99%","1.32%","2.87%","","0.52%"
"6/15/2023","13572.88","13828.17","13561.37","13782.82","1.97%","1.55%","2.10%","1.48%","3.47%","","0.63%"
"6/16/2023","13859.07","13864.06","13680.95","13689.57","1.34%","-1.22%","2.11%","1.96%","3.32%","1","0.41%"
"6/20/2023","13642.29","13711.18","13561.84","13667.29","1.10%","0.18%","2.06%","0.76%","1.87%","1","0.31%"
"6/21/2023","13620.87","13638.57","13460.94","13502.20","1.32%","-0.87%","1.91%","-0.04%","1.28%","1","0.05%"
"6/22/2023","13443.41","13631.85","13441.56","13630.61","1.42%","1.39%","1.84%","-0.39%","1.02%","","0.20%"
"6/23/2023","13484.10","13572.19","13442.65","13492.52","0.96%","0.06%","1.68%","-0.38%","0.58%","1","-0.00%"
"6/26/2023","13468.74","13573.57","13334.42","13335.78","1.79%","-0.99%","1.44%","-0.99%","0.79%","1","-0.20%"
"6/27/2023","13389.25","13578.80","13366.97","13555.67","1.58%","1.24%","1.37%","-0.85%","0.72%","","0.11%"
"6/28/2023","13506.02","13654.14","13495.73","13591.75","1.17%","0.63%","1.31%","-0.03%","1.14%","","0.14%"
"6/29/2023","13592.36","13618.53","13540.26","13591.33","0.58%","-0.01%","1.25%","0.18%","0.76%","1","0.11%"
"6/30/2023","13719.98","13816.68","13716.16","13787.92","0.73%","0.50%","1.30%","1.14%","1.89%","","0.34%"
"7/3/2023","13798.70","13839.09","13773.41","13816.77","0.48%","0.13%","1.33%","1.25%","1.73%","","0.31%"
"7/5/2023","13772.10","13844.50","13764.25","13791.65","0.58%","0.14%","1.32%","0.95%","1.54%","1","0.23%"
"7/6/2023","13653.17","13689.52","13567.25","13679.04","0.90%","0.19%","1.23%","-0.55%","0.35%","1","0.05%"
"7/7/2023","13668.07","13804.51","13656.73","13660.72","1.08%","-0.05%","1.13%","0.08%","1.17%","1","0.02%"
"7/10/2023","13645.37","13692.41","13584.87","13685.48","0.79%","0.29%","1.06%","-0.49%","0.30%","","0.05%"
"7/11/2023","13709.81","13774.83","13643.32","13760.70","0.96%","0.37%","1.03%","-0.20%","0.77%","","0.13%"
"7/12/2023","13915.64","13963.45","13842.13","13918.96","0.88%","0.02%","1.08%","0.95%","1.84%","","0.30%"
"7/13/2023","14021.15","14163.80","14012.24","14138.57","1.08%","0.84%","1.23%","1.66%","2.76%","","0.52%"
"7/14/2023","14166.66","14232.11","14081.96","14113.70","1.07%","-0.37%","1.31%","1.76%","2.85%","1","0.40%"
"7/17/2023","14149.92","14274.41","14138.01","14244.95","0.96%","0.67%","1.42%","1.67%","2.65%","","0.49%"
"7/18/2023","14212.25","14396.69","14176.11","14353.64","1.56%","0.99%","1.55%","1.40%","2.98%","","0.54%"
"7/19/2023","14398.53","14446.55","14317.09","14358.02","0.90%","-0.28%","1.62%","1.95%","2.87%","","0.45%"
"7/20/2023","14273.29","14309.92","14030.62","14063.31","1.99%","-1.47%","1.49%","-0.11%","1.87%","1","0.02%"
"7/21/2023","14148.18","14179.01","14020.45","14032.81","1.13%","-0.82%","1.35%","-0.17%","0.96%","1","-0.02%"
"7/24/2023","14081.63","14110.15","13997.13","14058.87","0.81%","-0.16%","1.24%","-0.35%","0.45%","","0.02%"
"7/25/2023","14093.24","14201.91","14092.52","14144.56","0.78%","0.36%","1.19%","0.21%","0.99%","","0.12%"
"7/26/2023","14123.52","14187.35","14041.95","14127.28","1.04%","0.03%","1.12%","-0.23%","0.81%","1","0.08%"
"7/27/2023","14319.16","14360.20","14006.93","14050.11","2.52%","-1.88%","1.01%","-0.45%","2.06%","1","-0.03%"
"7/28/2023","14199.83","14344.35","14188.10","14316.66","1.10%","0.82%","1.06%","0.55%","1.65%","","0.29%"
"7/31/2023","14337.90","14370.91","14292.75","14346.02","0.55%","0.06%","1.10%","1.01%","1.56%","","0.28%"
"8/1/2023","14274.93","14309.21","14215.64","14283.91","0.66%","0.06%","1.08%","0.30%","0.97%","1","0.16%"
"8/2/2023","14132.73","14133.85","13914.81","13973.45","1.57%","-1.13%","0.87%","-1.59%","-0.04%","1","-0.23%"
"8/3/2023","13899.76","14032.28","13881.35","13959.72","1.09%","0.43%","0.70%","-1.62%","-0.55%","1","-0.21%"
"8/4/2023","14025.96","14119.22","13897.93","13909.24","1.59%","-0.83%","0.52%","-1.27%","0.31%","1","-0.24%"
"8/7/2023","13972.45","13997.15","13864.92","13994.40","0.95%","0.16%","0.43%","-1.40%","-0.46%","","-0.10%"
"8/8/2023","13875.45","13899.74","13769.34","13884.32","0.95%","0.06%","0.29%","-1.88%","-0.95%","1","-0.21%"
"8/9/2023","13897.61","13898.54","13698.39","13722.02","1.46%","-1.26%","0.09%","-2.02%","-0.59%","1","-0.37%"
"8/10/2023","13818.25","13947.16","13686.51","13737.99","1.90%","-0.58%","-0.05%","-1.82%","0.05%","","-0.29%"
"8/11/2023","13633.65","13720.33","13609.98","13644.85","0.81%","0.08%","-0.22%","-2.02%","-1.23%","1","-0.35%",
"8/14/2023","13599.00","13789.16","13582.49","13788.33","1.52%","1.39%","-0.26%","-2.10%","-0.61%","","-0.12%","
"8/15/2023","13760.48","13774.98","13611.94","13631.05","1.20%","-0.94%","-0.38%","-1.60%","-0.42%","1","-0.29%"
"8/16/2023","13593.17","13644.32","13473.03","13474.63","1.27%","-0.87%","-0.55%","-2.18%","-0.94%","1","-0.43%"
"8/17/2023","13527.30","13535.09","13303.45","13316.93","1.74%","-1.56%","-0.77%","-2.88%","-1.19%","1","-0.55%"
"8/18/2023","13190.02","13335.87","13161.76","13290.78","1.32%","0.76%","-0.95%","-3.43%","-2.16%","1","-0.49%"
"8/21/2023","13347.26","13516.86","13325.59","13497.59","1.44%","1.13%","-0.94%","-2.07%","-0.67%","","-0.16%"
"8/22/2023","13593.95","13598.77","13484.38","13505.87","0.85%","-0.65%","-0.92%","-0.78%","0.06%","","-0.12%"
"8/23/2023","13532.43","13757.00","13532.43","13721.03","1.66%","1.39%","-0.77%","-0.59%","1.06%","","0.16%"
"8/24/2023","13834.31","13834.69","13462.84","13463.97","2.76%","-2.68%","-0.79%","-0.92%","1.82%","1","-0.18%"
"8/25/2023","13514.37","13633.42","13376.35","13590.65","1.92%","0.56%","-0.72%","-1.56%","0.33%","","0.00%"
"8/28/2023","13695.36","13735.98","13626.64","13705.13","0.80%","0.07%","-0.59%","0.14%","0.94%","","0.14%"
"8/29/2023","13687.23","13959.81","13677.06","13943.76","2.07%","1.87%","-0.34%","0.10%","2.17%","","0.41%"
"8/30/2023","13961.77","14050.82","13924.20","14019.31","0.91%","0.41%","-0.10%","1.47%","2.39%","","0.43%"
"8/31/2023","14041.54","14114.67","14010.48","14034.97","0.74%","-0.05%","0.09%","1.71%","2.47%","","0.38%"
"9/1/2023","14129.96","14149.62","13982.42","14031.81","1.20%","-0.69%","0.23%","1.19%","2.40%","1","0.31%"
"9/5/2023","13994.54","14060.85","13945.65","14020.95","0.83%","0.19%","0.33%","0.68%","1.51%","1","0.25%"
"9/6/2023","13988.81","14001.95","13802.42","13872.47","1.45%","-0.83%","0.31%","-0.38%","1.06%","1","0.03%"
"9/7/2023","13675.11","13774.63","13642.47","13748.83","0.97%","0.54%","0.22%","-1.41%","-0.45%","1","-0.13%"
"9/8/2023","13754.71","13843.37","13733.18","13761.53","0.80%","0.05%","0.16%","-0.66%","0.13%","","-0.09%"
"9/11/2023","13884.03","13937.47","13805.13","13917.89","0.96%","0.24%","0.20%","-0.25%","0.70%","","0.11%"
"9/12/2023","13858.94","13913.60","13763.69","13773.61","1.09%","-0.62%","0.14%","-0.47%","0.61%","1","-0.08%"
"9/13/2023","13773.67","13868.57","13733.82","13813.59","0.98%","0.29%","0.12%","-0.67%","0.30%","","-0.02%"
"9/14/2023","13889.76","13957.57","13810.66","13926.05","1.06%","0.26%","0.17%","-0.23%","0.83%","","0.12%"
"9/15/2023","13889.20","13895.75","13684.24","13708.33","1.55%","-1.30%","0.08%","-0.99%","0.54%","1","-0.16%"
"9/18/2023","13669.96","13751.28","13663.46","13710.24","0.64%","0.29%","0.01%","-1.01%","-0.37%","","-0.13%"
"9/19/2023","13649.44","13705.15","13578.87","13678.19","0.93%","0.21%","-0.07%","-1.47%","-0.55%","1","-0.15%"
"9/20/2023","13710.26","13727.81","13467.28","13469.13","1.93%","-1.76%","-0.24%","-1.91%","-0.01%","1","-0.38%"
"9/21/2023","13328.06","13362.23","13222.56","13223.98","1.06%","-0.78%","-0.52%","-3.10%","-2.07%","1","-0.61%"
"9/22/2023","13287.17","13353.22","13200.64","13211.81","1.16%","-0.57%","-0.73%","-2.74%","-1.62%","1","-0.53%"
"9/25/2023","13172.54","13277.83","13132.00","13271.32","1.11%","0.75%","-0.85%","-2.89%","-1.81%","","-0.37%"
"9/26/2023","13180.96","13199.13","13033.40","13063.61","1.27%","-0.89%","-1.05%","-3.07%","-1.84%","1","-0.57%"
"9/27/2023","13115.36","13156.37","12963.16","13092.85","1.49%","-0.17%","-1.17%","-3.17%","-1.73%","","-0.44%"
"9/28/2023","13043.37","13270.97","13025.11","13201.28","1.89%","1.21%","-1.18%","-2.48%","-0.64%","","-0.23%"
"9/29/2023","13337.71","13382.98","13177.09","13219.32","1.56%","-0.89%","-1.17%","-1.17%","0.37%","","-0.17%"
"10/2/2023","13217.98","13364.03","13204.08","13307.77","1.21%","0.68%","-1.08%","-0.94%","0.26%","","-0.03%"
"10/3/2023","13229.68","13280.04","13008.60","13059.47","2.09%","-1.29%","-1.15%","-2.07%","-0.03%","1","-0.34%"
"10/4/2023","13092.92","13258.76","13072.51","13236.01","1.42%","1.09%","-1.08%","-1.53%","-0.13%","","-0.06%"
"10/5/2023","13228.12","13251.18","13087.57","13219.83","1.25%","-0.06%","-1.02%","-1.35%","-0.12%","1","-0.07%"
"10/6/2023","13127.68","13472.27","13099.03","13431.34","2.85%","2.31%","-0.83%","-1.47%","1.34%","","0.21%"
"10/9/2023","13326.22","13509.30","13277.48","13484.24","1.75%","1.19%","-0.64%","-0.36%","1.38%","","0.24%"
"10/10/2023","13505.81","13659.63","13491.81","13562.84","1.24%","0.42%","-0.44%","0.95%","2.20%","","0.30%"
"10/11/2023","13619.21","13671.11","13549.29","13659.68","0.90%","0.30%","-0.23%","1.01%","1.91%","","0.37%"
"10/12/2023","13672.47","13714.14","13491.56","13574.22","1.65%","-0.72%","-0.11%","0.38%","2.03%","1","0.20%"
